20呎標準貨櫃,來源洲,年月,目的洲,目的港,臺灣港
466,未知,2025/12,亞洲,CNSWA,TWKEL
2662,未知,2025/12,亞洲,CNTAC,TWKEL
220,未知,2025/12,亞洲,CNTCA,TWKEL
36,未知,2025/12,亞洲,CNTSN,TWKEL
151,未知,2025/12,亞洲,CNTXG,TWKEL
3468,未知,2025/12,亞洲,CNWNZ,TWKEL
234,未知,2025/12,亞洲,CNXGG,TWKEL
794,未知,2025/12,亞洲,CNXMN,TWKEL
4922,未知,2025/12,亞洲,HKHKG,TWKEL
40,未知,2025/12,亞洲,JPMYJ,TWKEL
88,未知,2025/12,亞洲,JPOIT,TWKEL
4,未知,2025/12,亞洲,JPYAT,TWKEL
240,未知,2025/12,亞洲,KRINC,TWKEL
243,未知,2025/12,亞洲,KRPUS,TWKEL
324,未知,2025/12,大洋洲,NZNPE,TWKEL
56,未知,2025/12,大洋洲,NZTRG,TWKEL
58,未知,2025/12,大洋洲,NZWLG,TWKEL
136,未知,2025/12,亞洲,VNCLI,TWKEL
100,未知,2025/12,亞洲,VNCLP,TWKEL
378,未知,2025/12,亞洲,VNHPH,TWKEL
26,未知,2025/12,大洋洲,AUBNE,TWKHH
37,未知,2025/12,大洋洲,AUMEL,TWKHH
6,未知,2025/12,大洋洲,AUSYD,TWKHH
1182,未知,2025/12,亞洲,CNDLC,TWKHH
450,未知,2025/12,亞洲,CNDLI,TWKHH
1718,未知,2025/12,亞洲,CNFOC,TWKHH
128,未知,2025/12,亞洲,CNFUG,TWKHH
78,未知,2025/12,亞洲,CNGCT,TWKHH
995,未知,2025/12,亞洲,CNHSK,TWKHH
816,未知,2025/12,亞洲,CNJIA,TWKHH
882,未知,2025/12,亞洲,CNJYN,TWKHH
61,未知,2025/12,亞洲,CNLYG,TWKHH
15,未知,2025/12,亞洲,CNMAW,TWKHH
978,未知,2025/12,亞洲,CNNGB,TWKHH
1,未知,2025/12,亞洲,CNNKG,TWKHH
72,未知,2025/12,亞洲,CNNSA,TWKHH
350,未知,2025/12,亞洲,CNNSS,TWKHH
1514,未知,2025/12,亞洲,CNRZH,TWKHH
1616,未知,2025/12,亞洲,CNSHG,TWKHH
52,未知,2025/12,亞洲,CNSHK,TWKHH
1921,未知,2025/12,亞洲,CNSHK,TWKHH
202,未知,2025/12,亞洲,CNSWA,TWKHH
762,未知,2025/12,亞洲,CNTAC,TWKHH
219,未知,2025/12,亞洲,CNTXG,TWKHH
40,未知,2025/12,亞洲,CNWNZ,TWKHH
15,未知,2025/12,亞洲,CNXGA,TWKHH
82,未知,2025/12,亞洲,CNXGG,TWKHH
56,未知,2025/12,亞洲,CNXHC,TWKHH
199,未知,2025/12,亞洲,CNXHT,TWKHH
4303,未知,2025/12,亞洲,CNXMN,TWKHH
200,未知,2025/12,亞洲,CNYJG,TWKHH
300,未知,2025/12,南美洲,ECGYE,TWKHH
9650,未知,2025/12,亞洲,HKHKG,TWKHH
9,未知,2025/12,亞洲,INNSA,TWKHH
7,未知,2025/12,亞洲,JPHKT,TWKHH
12,未知,2025/12,亞洲,JPMOJ,TWKHH
52,未知,2025/12,亞洲,JPNGO,TWKHH
8,未知,2025/12,亞洲,JPSBS,TWKHH
1,未知,2025/12,亞洲,JPSMZ,TWKHH
34,未知,2025/12,亞洲,JPTKY,TWKHH
20,未知,2025/12,亞洲,JPUKB,TWKHH
61,未知,2025/12,亞洲,JPYOK,TWKHH
21,未知,2025/12,亞洲,KRBNP,TWKHH
10,未知,2025/12,亞洲,KRINC,TWKHH
54,未知,2025/12,亞洲,KRKWY,TWKHH
696,未知,2025/12,亞洲,KRPUS,TWKHH
5,未知,2025/12,亞洲,MYPGU,TWKHH
7,未知,2025/12,亞洲,MYPKG,TWKHH
174,未知,2025/12,亞洲,MYTPP,TWKHH
24,未知,2025/12,大洋洲,NZLYT,TWKHH
180,未知,2025/12,大洋洲,NZNPE,TWKHH
174,未知,2025/12,大洋洲,NZTRG,TWKHH
2,未知,2025/12,大洋洲,NZWLG,TWKHH
320,未知,2025/12,亞洲,PHDVO,TWKHH
22,未知,2025/12,亞洲,PHMNN,TWKHH
344,未知,2025/12,亞洲,SGSIN,TWKHH
2,未知,2025/12,亞洲,THLCB,TWKHH
1,未知,2025/12,亞洲,THLCH,TWKHH
20,未知,2025/12,北美洲,USSEA,TWKHH
160,未知,2025/12,北美洲,USTIW,TWKHH
604,未知,2025/12,亞洲,VNCLI,TWKHH
261,未知,2025/12,亞洲,VNCLP,TWKHH
2612,未知,2025/12,亞洲,VNHPH,TWKHH
618,未知,2025/12,亞洲,VNVUT,TWKHH
250,未知,2025/12,亞洲,CNWNZ,TWKEL
130,未知,2025/12,亞洲,CNXMN,TWKEL
2,未知,2025/12,亞洲,BNMRI,TWKHH
1696,未知,2025/12,亞洲,CNDLI,TWKHH
1,未知,2025/12,亞洲,CNFQJ,TWKHH
1377,未知,2025/12,亞洲,CNFZU,TWKHH
436,未知,2025/12,亞洲,CNNBO,TWKHH
229,未知,2025/12,亞洲,CNQND,TWKHH
867,未知,2025/12,亞洲,CNRZH,TWKHH
30,未知,2025/12,亞洲,CNSHG,TWKHH
1438,未知,2025/12,亞洲,CNXGA,TWKHH
2268,未知,2025/12,亞洲,CNXHK,TWKHH
3021,未知,2025/12,亞洲,CNXSM,TWKHH
1854,未知,2025/12,亞洲,CNXTH,TWKHH
903,未知,2025/12,亞洲,CNYJG,TWKHH
4111,未知,2025/12,亞洲,HKHKG,TWKHH
13,未知,2025/12,亞洲,IDDKT,TWKHH
34,未知,2025/12,亞洲,IDSUB,TWKHH
2,未知,2025/12,亞洲,JPNGY,TWKHH
1,未知,2025/12,亞洲,JPTYO,TWKHH
2308,未知,2025/12,亞洲,KRICH,TWKHH
211,未知,2025/12,亞洲,KRKPQ,TWKHH
608,未知,2025/12,亞洲,KRPUS,TWKHH
1,未知,2025/12,非洲,MUBUV,TWKHH
348,未知,2025/12,亞洲,MYPKL,TWKHH
200,未知,2025/12,南美洲,PECAL,TWKHH
50,未知,2025/12,亞洲,PHGTC,TWKHH
406,未知,2025/12,亞洲,THLCH,TWKHH
6,未知,2025/12,北美洲,USLAX,TWKHH
16,未知,2025/12,北美洲,USNFK,TWKHH
500,未知,2025/12,北美洲,USTCM,TWKHH
42,未知,2025/12,亞洲,VNDNG,TWKHH
6,未知,2025/12,亞洲,VNHPG,TWKHH
300,未知,2025/12,非洲,ZACAP,TWKHH
46,未知,2025/12,亞洲,CNWNZ,TWTXG
160,未知,2025/12,亞洲,CNXMN,TWTXG
100,未知,2025/12,亞洲,CNDLC,TWTXG
387,未知,2025/12,亞洲,CNNGB,TWTXG
402,未知,2025/12,亞洲,CNSHG,TWTXG
8,未知,2025/12,亞洲,CNTSN,TWTXG
78,未知,2025/12,亞洲,CNTXG,TWTXG
12,未知,2025/12,亞洲,CNDLC,TWTPE
1250,未知,2025/12,亞洲,CNNGB,TWTPE
1550,未知,2025/12,亞洲,CNNSS,TWTPE
955,未知,2025/12,亞洲,CNSHG,TWTPE
548,未知,2025/12,亞洲,CNSHK,TWTPE
130,未知,2025/12,亞洲,CNXMN,TWTPE
80,未知,2025/12,亞洲,CNYTN,TWTPE
381,未知,2025/12,亞洲,HKHKG,TWTPE
38,未知,2025/12,亞洲,JPHKT,TWTPE
2,未知,2025/12,亞洲,JPMOJ,TWTPE
4,未知,2025/12,亞洲,JPSMZ,TWTPE
84,未知,2025/12,亞洲,JPTKY,TWTPE
9,未知,2025/12,亞洲,JPUKB,TWTPE
3,未知,2025/12,亞洲,JPYKK,TWTPE
36,未知,2025/12,亞洲,JPYOK,TWTPE
10,未知,2025/12,亞洲,KRPUS,TWTPE
38,未知,2025/12,亞洲,VNCLI,TWTPE
406,未知,2025/12,亞洲,CNDLC,TWTXG
16,未知,2025/12,亞洲,CNGCT,TWTXG
136,未知,2025/12,亞洲,CNHSK,TWTXG
353,未知,2025/12,亞洲,CNJGY,TWTXG
56,未知,2025/12,亞洲,CNLYG,TWTXG
100,未知,2025/12,亞洲,CNNBO,TWTXG
1068,未知,2025/12,亞洲,CNNGB,TWTXG
112,未知,2025/12,亞洲,CNNSA,TWTXG
72,未知,2025/12,亞洲,CNRZH,TWTXG
1260,未知,2025/12,亞洲,CNSHG,TWTXG
40,未知,2025/12,亞洲,CNSHG,TWTXG
64,未知,2025/12,亞洲,CNSHK,TWTXG
326,未知,2025/12,亞洲,CNSHK,TWTXG
100,未知,2025/12,亞洲,CNSWA,TWTXG
870,未知,2025/12,亞洲,CNTAC,TWTXG
250,未知,2025/12,亞洲,CNTXG,TWTXG
1012,未知,2025/12,亞洲,CNWNZ,TWTXG
76,未知,2025/12,亞洲,CNXIA,TWTXG
542,未知,2025/12,亞洲,CNXMN,TWTXG
930,未知,2025/12,歐洲,GBSUA,TWTXG
515,未知,2025/12,亞洲,HKHKG,TWTXG
10,未知,2025/12,亞洲,JPKSM,TWTXG
13,未知,2025/12,亞洲,JPMOJ,TWTXG
20,未知,2025/12,亞洲,JPNAH,TWTXG
11,未知,2025/12,亞洲,JPNGO,TWTXG
11,未知,2025/12,亞洲,JPOSA,TWTXG
88,未知,2025/12,亞洲,JPTYO,TWTXG
28,未知,2025/12,亞洲,JPYKK,TWTXG
60,未知,2025/12,亞洲,KRINC,TWTXG
168,未知,2025/12,亞洲,KRPUS,TWTXG
21,未知,2025/12,亞洲,KRUSN,TWTXG
140,未知,2025/12,亞洲,VNCLP,TWTXG
